"Regulator","Regulator_Bnb","Target","Target_Bnb","Effect","Source","Category"
"AaeR","b3243","aaeA","b3241","+","RegulonDB_TF","TF"
"AaeR","b3243","aaeB","b3240","+","RegulonDB_TF","TF"
"AaeR","b3243","aaeX","b3242","+","RegulonDB_TF","TF"
"AccB","b3255","accB","b3255","-","RegulonDB_TF","TF"
"AccB","b3255","accC","b3256","-","RegulonDB_TF","TF"
"AcrR","b0464","acrA","b0463","-","RegulonDB_TF","TF"
"AcrR","b0464","acrB","b0462","-","RegulonDB_TF","TF"
"AcrR","b0464","acrR","b0464","-","RegulonDB_TF","TF"
"AcrR","b0464","flhC","b1891","-","RegulonDB_TF","TF"
"AcrR","b0464","flhD","b1892","-","RegulonDB_TF","TF"
"AcrR","b0464","marA","b1531","-","RegulonDB_TF","TF"
"AcrR","b0464","marB","b1532","-","RegulonDB_TF","TF"
"AcrR","b0464","marR","b1530","-","RegulonDB_TF","TF"
"AcrR","b0464","micF","b4439","-","RegulonDB_TF","TF"
"AcrR","b0464","soxR","b4063","-","RegulonDB_TF","TF"
"AcrR","b0464","soxS","b4062","-","RegulonDB_TF","TF"
"Ada","b2213","aidB","b4187","+","RegulonDB_TF","TF"
"Ada","b2213","alkA","b2068","+","RegulonDB_TF","TF"
"AdiY","b4116","adiA","b4117","+","RegulonDB_TF","TF"
"AdiY","b4116","gadA","b3517","+","RegulonDB_TF","TF"
"AdiY","b4116","gadB","b1493","+","RegulonDB_TF","TF"
"AdiY","b4116","gadC","b1492","+","RegulonDB_TF","TF"
"AdiY","b4116","gadX","b3516","+","RegulonDB_TF","TF"
"AdiY","b4116","gltB","b3212","+","RegulonDB_TF","TF"
"AdiY","b4116","gltD","b3213","+","RegulonDB_TF","TF"
"AdiY","b4116","gltF","b3214","+","RegulonDB_TF","TF"
"AgaR","b3131","agaB","b3138","-","RegulonDB_TF","TF"
"AgaR","b3131","agaC","b3139","-","RegulonDB_TF","TF"
"AgaR","b3131","agaD","b3140","-","RegulonDB_TF","TF"
"AgaR","b3131","agaI","b3141","-","RegulonDB_TF","TF"
"AgaR","b3131","agaR","b3131","-","RegulonDB_TF","TF"
"AgaR","b3131","agaS","b3136","-","RegulonDB_TF","TF"
"AgaR","b3131","agaV","b3133","-","RegulonDB_TF","TF"
"AgaR","b3131","kbaY","b3137","-","RegulonDB_TF","TF"
"AgaR","b3131","kbaZ","b3132","-","RegulonDB_TF","TF"
"AidB","b4187","aidB","b4187","-","RegulonDB_TF","TF"
"AlaS","b2697","alaS","b2697","-","RegulonDB_TF","TF"
"AllR","b0506","allA","b0505","-","RegulonDB_TF","TF"
"AllR","b0506","allB","b0512","-","RegulonDB_TF","TF"
"AllR","b0506","allS","b0504","-","RegulonDB_TF","TF"
"AllR","b0506","gcl","b0507","-","RegulonDB_TF","TF"
"AllR","b0506","glxK","b0514","-","RegulonDB_TF","TF"
"AllR","b0506","glxR","b0509","-","RegulonDB_TF","TF"
"AllR","b0506","hyi","b0508","-","RegulonDB_TF","TF"
"AllR","b0506","ybbW","b0511","-","RegulonDB_TF","TF"
"AllR","b0506","ybbY","b0513","-","RegulonDB_TF","TF"
"AllS","b0504","allC","b0516","+","RegulonDB_TF","TF"
"AllS","b0504","allD","b0517","+","RegulonDB_TF","TF"
"AllS","b0504","allE","b0515","+","RegulonDB_TF","TF"
"AlpA","b2624","phoB","b0399","-","RegulonDB_TF","TF"
"AlpA","b2624","phoR","b0400","-","RegulonDB_TF","TF"
"AlsR","b4089","alsA","b4087","-","RegulonDB_TF","TF"
"AlsR","b4089","alsB","b4088","-","RegulonDB_TF","TF"
"AlsR","b4089","alsC","b4086","-","RegulonDB_TF","TF"
"AlsR","b4089","alsE","b4085","-","RegulonDB_TF","TF"
"AlsR","b4089","alsR","b4089","-","RegulonDB_TF","TF"
"AlsR","b4089","rpiB","b4090","-","RegulonDB_TF","TF"
"AppY","b0564","appA","b0980","+","RegulonDB_TF","TF"
"AppY","b0564","appB","b0979","+","RegulonDB_TF","TF"
"AppY","b0564","appC","b0978","+","RegulonDB_TF","TF"
"AppY","b0564","appX","b4592","+","RegulonDB_TF","TF"
"AppY","b0564","hyaA","b0972","+","RegulonDB_TF","TF"
"AppY","b0564","hyaB","b0973","+","RegulonDB_TF","TF"
"AppY","b0564","hyaC","b0974","+","RegulonDB_TF","TF"
"AppY","b0564","hyaD","b0975","+","RegulonDB_TF","TF"
"AppY","b0564","hyaE","b0976","+","RegulonDB_TF","TF"
"AppY","b0564","hyaF","b0977","+","RegulonDB_TF","TF"
"AraC","b0064","araE","b2841","+","RegulonDB_TF","TF"
"AraC","b0064","araF","b1901","+","RegulonDB_TF","TF"
"AraC","b0064","araG","b1900","+","RegulonDB_TF","TF"
"AraC","b0064","araH","b4460","+","RegulonDB_TF","TF"
"AraC","b0064","araJ","b0396","+","RegulonDB_TF","TF"
"AraC","b0064","xylA","b3565","-","RegulonDB_TF","TF"
"AraC","b0064","xylB","b3564","-","RegulonDB_TF","TF"
"AraC","b0064","ydeM","b1497","-","RegulonDB_TF","TF"
"AraC","b0064","ydeN","b1498","-","RegulonDB_TF","TF"
"AraC","b0064","ygeA","b2840","+","RegulonDB_TF","TF"
"ArcA","b4401","aceA","b4015","-","RegulonDB_TF","TF"
"ArcA","b4401","aceB","b4014","-","RegulonDB_TF","TF"
"ArcA","b4401","aceE","b0114","-","RegulonDB_TF","TF"
"ArcA","b4401","aceF","b0115","-","RegulonDB_TF","TF"
"ArcA","b4401","aceK","b4016","-","RegulonDB_TF","TF"
"ArcA","b4401","ackA","b2296","+","RegulonDB_TF","TF"
"ArcA","b4401","acnA","b1276","-","RegulonDB_TF","TF"
"ArcA","b4401","acnB","b0118","-","RegulonDB_TF","TF"
"ArcA","b4401","aldA","b1415","-","RegulonDB_TF","TF"
"ArcA","b4401","appA","b0980","+","RegulonDB_TF","TF"
"ArcA","b4401","appB","b0979","+","RegulonDB_TF","TF"
"ArcA","b4401","appC","b0978","+","RegulonDB_TF","TF"
"ArcA","b4401","appX","b4592","+","RegulonDB_TF","TF"
"ArcA","b4401","appY","b0564","+","RegulonDB_TF","TF"
"ArcA","b4401","arcZ","b4450","-","RegulonDB_TF","TF"
"ArcA","b4401","betA","b0311","-","RegulonDB_TF","TF"
"ArcA","b4401","betB","b0312","-","RegulonDB_TF","TF"
"ArcA","b4401","betI","b0313","-","RegulonDB_TF","TF"
"ArcA","b4401","betT","b0314","-","RegulonDB_TF","TF"
"ArcA","b4401","cadA","b4131","-","RegulonDB_TF","TF"
"ArcA","b4401","cadB","b4132","-","RegulonDB_TF","TF"
"ArcA","b4401","caiA","b0039","+","RegulonDB_TF","TF"
"ArcA","b4401","caiB","b0038","+","RegulonDB_TF","TF"
"ArcA","b4401","caiC","b0037","+","RegulonDB_TF","TF"
"ArcA","b4401","caiD","b0036","+","RegulonDB_TF","TF"
"ArcA","b4401","caiE","b0035","+","RegulonDB_TF","TF"
"ArcA","b4401","caiT","b0040","+","RegulonDB_TF","TF"
"ArcA","b4401","citC","b0618","-","RegulonDB_TF","TF"
"ArcA","b4401","citD","b0617","-","RegulonDB_TF","TF"
"ArcA","b4401","citE","b0616","-","RegulonDB_TF","TF"
"ArcA","b4401","citF","b0615","-","RegulonDB_TF","TF"
"ArcA","b4401","citG","b0613","-","RegulonDB_TF","TF"
"ArcA","b4401","citX","b0614","-","RegulonDB_TF","TF"
"ArcA","b4401","cydA","b0733","+","RegulonDB_TF","TF"
"ArcA","b4401","cydB","b0734","+","RegulonDB_TF","TF"
"ArcA","b4401","cydC","b0886","+","RegulonDB_TF","TF"
"ArcA","b4401","cydD","b0887","+","RegulonDB_TF","TF"
"ArcA","b4401","cyoA","b0432","-","RegulonDB_TF","TF"
"ArcA","b4401","cyoB","b0431","-","RegulonDB_TF","TF"
"ArcA","b4401","cyoC","b0430","-","RegulonDB_TF","TF"
"ArcA","b4401","cyoD","b0429","-","RegulonDB_TF","TF"
"ArcA","b4401","cyoE","b0428","-","RegulonDB_TF","TF"
"ArcA","b4401","dctA","b3528","-","RegulonDB_TF","TF"
"ArcA","b4401","dcuC","b0621","+","RegulonDB_TF","TF"
"ArcA","b4401","dpiA","b0620","+","RegulonDB_TF","TF"
"ArcA","b4401","dpiB","b0619","+","RegulonDB_TF","TF"
"ArcA","b4401","fadA","b3845","-","RegulonDB_TF","TF"
"ArcA","b4401","fadB","b3846","-","RegulonDB_TF","TF"
"ArcA","b4401","fadD","b1805","-","RegulonDB_TF","TF"
"ArcA","b4401","fadE","b0221","-","RegulonDB_TF","TF"
"ArcA","b4401","fadH","b3081","-","RegulonDB_TF","TF"
"ArcA","b4401","fadI","b2342","-","RegulonDB_TF","TF"
"ArcA","b4401","fadJ","b2341","-","RegulonDB_TF","TF"
"ArcA","b4401","fadL","b2344","-","RegulonDB_TF","TF"
"ArcA","b4401","fnr","b1334","-","RegulonDB_TF","TF"
"ArcA","b4401","focA","b0904","+","RegulonDB_TF","TF"
"ArcA","b4401","fumA","b1612","-","RegulonDB_TF","TF"
"ArcA","b4401","fumB","b4122","+","RegulonDB_TF","TF"
"ArcA","b4401","fumC","b1611","-","RegulonDB_TF","TF"
"ArcA","b4401","gadA","b3517","+","RegulonDB_TF","TF"
"ArcA","b4401","gadE","b3512","+","RegulonDB_TF","TF"
"ArcA","b4401","gadF","b4718","+","RegulonDB_TF","TF"
"ArcA","b4401","gadX","b3516","+","RegulonDB_TF","TF"
"ArcA","b4401","gatA","b2094","-","RegulonDB_TF","TF"
"ArcA","b4401","gatB","b2093","-","RegulonDB_TF","TF"
"ArcA","b4401","gatD","b2091","-","RegulonDB_TF","TF"
"ArcA","b4401","gatY","b2096","-","RegulonDB_TF","TF"
"ArcA","b4401","gatZ","b2095","-","RegulonDB_TF","TF"
"ArcA","b4401","glcA","b2975","-","RegulonDB_TF","TF"
"ArcA","b4401","glcB","b2976","-","RegulonDB_TF","TF"
"ArcA","b4401","glcD","b2979","-","RegulonDB_TF","TF"
"ArcA","b4401","glcE","b4468","-","RegulonDB_TF","TF"
"ArcA","b4401","glcF","b4467","-","RegulonDB_TF","TF"
"ArcA","b4401","glcG","b2977","-","RegulonDB_TF","TF"
"ArcA","b4401","glpA","b2241","-","RegulonDB_TF","TF"
"ArcA","b4401","glpB","b2242","-","RegulonDB_TF","TF"
"ArcA","b4401","glpC","b2243","-","RegulonDB_TF","TF"
"ArcA","b4401","glpD","b3426","-","RegulonDB_TF","TF"
"ArcA","b4401","gltA","b0720","-","RegulonDB_TF","TF"
"ArcA","b4401","grcA","b2579","+","RegulonDB_TF","TF"
"ArcA","b4401","hemA","b1210","+","RegulonDB_TF","TF"
"ArcA","b4401","hyaA","b0972","+","RegulonDB_TF","TF"
"ArcA","b4401","hyaB","b0973","+","RegulonDB_TF","TF"
"ArcA","b4401","hyaC","b0974","+","RegulonDB_TF","TF"
"ArcA","b4401","hyaD","b0975","+","RegulonDB_TF","TF"
"ArcA","b4401","hyaE","b0976","+","RegulonDB_TF","TF"
"ArcA","b4401","hyaF","b0977","+","RegulonDB_TF","TF"
"ArcA","b4401","hybA","b2996","-","RegulonDB_TF","TF"
"ArcA","b4401","hybB","b2995","-","RegulonDB_TF","TF"
"ArcA","b4401","hybC","b2994","-","RegulonDB_TF","TF"
"ArcA","b4401","hybD","b2993","-","RegulonDB_TF","TF"
"ArcA","b4401","hybE","b2992","-","RegulonDB_TF","TF"
"ArcA","b4401","hybF","b2991","-","RegulonDB_TF","TF"
"ArcA","b4401","hybG","b2990","-","RegulonDB_TF","TF"
"ArcA","b4401","hybO","b2997","-","RegulonDB_TF","TF"
"ArcA","b4401","icd","b1136","-","RegulonDB_TF","TF"
"ArcA","b4401","iraM","b1160","+","RegulonDB_TF","TF"
"ArcA","b4401","lldD","b3605","-","RegulonDB_TF","TF"
"ArcA","b4401","lldP","b3603","-","RegulonDB_TF","TF"
"ArcA","b4401","lldR","b3604","-","RegulonDB_TF","TF"
"ArcA","b4401","lpd","b0116","-","RegulonDB_TF","TF"
"ArcA","b4401","mdh","b3236","-","RegulonDB_TF","TF"
"ArcA","b4401","moeA","b0827","+","RegulonDB_TF","TF"
"ArcA","b4401","moeB","b0826","+","RegulonDB_TF","TF"
"ArcA","b4401","ndh","b1109","-","RegulonDB_TF","TF"
"ArcA","b4401","nuoA","b2288","-","RegulonDB_TF","TF"
"ArcA","b4401","nuoB","b2287","-","RegulonDB_TF","TF"
"ArcA","b4401","nuoC","b2286","-","RegulonDB_TF","TF"
"ArcA","b4401","nuoE","b2285","-","RegulonDB_TF","TF"
"ArcA","b4401","nuoF","b2284","-","RegulonDB_TF","TF"
"ArcA","b4401","nuoG","b2283","-","RegulonDB_TF","TF"
"ArcA","b4401","nuoH","b2282","-","RegulonDB_TF","TF"
"ArcA","b4401","nuoI","b2281","-","RegulonDB_TF","TF"
"ArcA","b4401","nuoJ","b2280","-","RegulonDB_TF","TF"
"ArcA","b4401","nuoK","b2279","-","RegulonDB_TF","TF"
"ArcA","b4401","nuoL","b2278","-","RegulonDB_TF","TF"
"ArcA","b4401","nuoM","b2277","-","RegulonDB_TF","TF"
"ArcA","b4401","nuoN","b2276","-","RegulonDB_TF","TF"
"ArcA","b4401","ompW","b1256","-","RegulonDB_TF","TF"
"ArcA","b4401","oppA","b1243","-","RegulonDB_TF","TF"
"ArcA","b4401","oppB","b1244","-","RegulonDB_TF","TF"
"ArcA","b4401","oppC","b1245","-","RegulonDB_TF","TF"
"ArcA","b4401","oppD","b1246","-","RegulonDB_TF","TF"
"ArcA","b4401","oppF","b1247","-","RegulonDB_TF","TF"
"ArcA","b4401","pflB","b0903","+","RegulonDB_TF","TF"
"ArcA","b4401","prfA","b1211","+","RegulonDB_TF","TF"
"ArcA","b4401","prmC","b1212","+","RegulonDB_TF","TF"
"ArcA","b4401","ptsG","b1101","-","RegulonDB_TF","TF"
"ArcA","b4401","puuA","b1297","-","RegulonDB_TF","TF"
"ArcA","b4401","puuB","b1301","-","RegulonDB_TF","TF"
"ArcA","b4401","puuC","b1300","-","RegulonDB_TF","TF"
"ArcA","b4401","puuD","b1298","-","RegulonDB_TF","TF"
"ArcA","b4401","puuE","b1302","-","RegulonDB_TF","TF"
"ArcA","b4401","puuP","b1296","-","RegulonDB_TF","TF"
"ArcA","b4401","puuR","b1299","-","RegulonDB_TF","TF"
"ArcA","b4401","rhaT","b3907","-","RegulonDB_TF","TF"
"ArcA","b4401","rmf","b0953","-","RegulonDB_TF","TF"
"ArcA","b4401","rplB","b3317","-","RegulonDB_TF","TF"
"ArcA","b4401","rplC","b3320","-","RegulonDB_TF","TF"
"ArcA","b4401","rplD","b3319","-","RegulonDB_TF","TF"
"ArcA","b4401","rplP","b3313","-","RegulonDB_TF","TF"
"ArcA","b4401","rplV","b3315","-","RegulonDB_TF","TF"
"ArcA","b4401","rplW","b3318","-","RegulonDB_TF","TF"
"ArcA","b4401","rpmC","b3312","-","RegulonDB_TF","TF"
"ArcA","b4401","rpoS","b2741","-","RegulonDB_TF","TF"
"ArcA","b4401","rpsC","b3314","-","RegulonDB_TF","TF"
"ArcA","b4401","rpsJ","b3321","-","RegulonDB_TF","TF"
"ArcA","b4401","rpsQ","b3311","-","RegulonDB_TF","TF"
"ArcA","b4401","rpsS","b3316","-","RegulonDB_TF","TF"
"ArcA","b4401","rsd","b3995","-","RegulonDB_TF","TF"
"ArcA","b4401","rutA","b1012","+","RegulonDB_TF","TF"
"ArcA","b4401","rutB","b1011","+","RegulonDB_TF","TF"
"ArcA","b4401","rutC","b1010","+","RegulonDB_TF","TF"
"ArcA","b4401","rutD","b1009","+","RegulonDB_TF","TF"
"ArcA","b4401","rutE","b1008","+","RegulonDB_TF","TF"
"ArcA","b4401","rutF","b1007","+","RegulonDB_TF","TF"
"ArcA","b4401","rutG","b1006","+","RegulonDB_TF","TF"
"ArcA","b4401","sodA","b3908","-","RegulonDB_TF","TF"
"ArcA","b4401","ssb","b4059","-","RegulonDB_TF","TF"
"ArcA","b4401","tpx","b1324","-","RegulonDB_TF","TF"
"ArcA","b4401","treB","b4240","+","RegulonDB_TF","TF"
"ArcA","b4401","treC","b4239","+","RegulonDB_TF","TF"
"ArcA","b4401","ubiA","b4040","-","RegulonDB_TF","TF"
"ArcA","b4401","ubiC","b4039","-","RegulonDB_TF","TF"
"ArcA","b4401","uvrA","b4058","-","RegulonDB_TF","TF"
"ArcA","b4401","xylR","b3569","+","RegulonDB_TF","TF"
"ArcA","b4401","ybdN","b0602","+","RegulonDB_TF","TF"
"ArcA","b4401","ydeA","b1528","-","RegulonDB_TF","TF"
"ArcA","b4401","ymjE","b4742","-","RegulonDB_TF","TF"
"ArgP","b2916","argO","b2923","+","RegulonDB_TF","TF"
"ArgP","b2916","argP","b2916","-","RegulonDB_TF","TF"
"ArgP","b2916","dapB","b0031","+","RegulonDB_TF","TF"
"ArgP","b2916","dapD","b0166","+","RegulonDB_TF","TF"
"ArgP","b2916","dnaA","b3702","+","RegulonDB_TF","TF"
"ArgP","b2916","dnaN","b3701","+","RegulonDB_TF","TF"
"ArgP","b2916","gdhA","b1761","+","RegulonDB_TF","TF"
"ArgP","b2916","lysA","b2838","+","RegulonDB_TF","TF"
"ArgP","b2916","lysC","b4024","+","RegulonDB_TF","TF"
"ArgP","b2916","lysP","b2156","+","RegulonDB_TF","TF"
"ArgP","b2916","nrdA","b2234","+","RegulonDB_TF","TF"
"ArgP","b2916","nrdB","b2235","+","RegulonDB_TF","TF"
"ArgP","b2916","recF","b3700","+","RegulonDB_TF","TF"
"ArgP","b2916","yfaE","b2236","+","RegulonDB_TF","TF"
"ArgR","b3237","argA","b2818","-","RegulonDB_TF","TF"
"ArgR","b3237","argB","b3959","-","RegulonDB_TF","TF"
"ArgR","b3237","argC","b3958","-","RegulonDB_TF","TF"
"ArgR","b3237","argD","b3359","-","RegulonDB_TF","TF"
"ArgR","b3237","argE","b3957","-","RegulonDB_TF","TF"
"ArgR","b3237","argF","b0273","-","RegulonDB_TF","TF"
"ArgR","b3237","argG","b3172","-","RegulonDB_TF","TF"
"ArgR","b3237","argH","b3960","-","RegulonDB_TF","TF"
"ArgR","b3237","argI","b4254","-","RegulonDB_TF","TF"
"ArgR","b3237","argR","b3237","-","RegulonDB_TF","TF"
"ArgR","b3237","artI","b0863","-","RegulonDB_TF","TF"
"ArgR","b3237","artJ","b0860","-","RegulonDB_TF","TF"
"ArgR","b3237","artM","b0861","-","RegulonDB_TF","TF"
"ArgR","b3237","artP","b0864","-","RegulonDB_TF","TF"
"ArgR","b3237","artQ","b0862","-","RegulonDB_TF","TF"
"ArgR","b3237","astA","b1747","+","RegulonDB_TF","TF"
"ArgR","b3237","astB","b1745","+","RegulonDB_TF","TF"
"ArgR","b3237","astC","b1748","+","RegulonDB_TF","TF"
"ArgR","b3237","astD","b1746","+","RegulonDB_TF","TF"
"ArgR","b3237","astE","b1744","+","RegulonDB_TF","TF"
"ArgR","b3237","carA","b0032","-","RegulonDB_TF","TF"
"ArgR","b3237","carB","b0033","-","RegulonDB_TF","TF"
"ArgR","b3237","gltB","b3212","-","RegulonDB_TF","TF"
"ArgR","b3237","gltD","b3213","-","RegulonDB_TF","TF"
"ArgR","b3237","gltF","b3214","-","RegulonDB_TF","TF"
"ArgR","b3237","hisJ","b2309","-","RegulonDB_TF","TF"
"ArgR","b3237","hisM","b2307","-","RegulonDB_TF","TF"
"ArgR","b3237","hisP","b2306","-","RegulonDB_TF","TF"
"ArgR","b3237","hisQ","b2308","-","RegulonDB_TF","TF"
"ArgR","b3237","infB","b3168","-","RegulonDB_TF","TF"
"ArgR","b3237","lysO","b0874","-","RegulonDB_TF","TF"
"ArgR","b3237","metY","b3171","-","RegulonDB_TF","TF"
"ArgR","b3237","nusA","b3169","-","RegulonDB_TF","TF"
"ArgR","b3237","pnp","b3164","-","RegulonDB_TF","TF"
"ArgR","b3237","rbfA","b3167","-","RegulonDB_TF","TF"
"ArgR","b3237","rimP","b3170","-","RegulonDB_TF","TF"
"ArgR","b3237","rpsO","b3165","-","RegulonDB_TF","TF"
"ArgR","b3237","truB","b3166","-","RegulonDB_TF","TF"
"ArsR","b3501","arsB","b3502","-","RegulonDB_TF","TF"
"ArsR","b3501","arsC","b3503","-","RegulonDB_TF","TF"
"ArsR","b3501","arsR","b3501","-","RegulonDB_TF","TF"
"AscG","b2714","ascB","b2716","-","RegulonDB_TF","TF"
"AscG","b2714","ascF","b2715","-","RegulonDB_TF","TF"
"AscG","b2714","htpG","b0473","-","RegulonDB_TF","TF"
"AscG","b2714","prpR","b0330","-","RegulonDB_TF","TF"
"AscG","b2714","ybiT","b0820","-","RegulonDB_TF","TF"
"AsnC","b3743","asnA","b3744","+","RegulonDB_TF","TF"
"AsnC","b3743","asnC","b3743","-","RegulonDB_TF","TF"
"AsnC","b3743","mioC","b3742","-","RegulonDB_TF","TF"
"AsnC","b3743","mnmG","b3741","-","RegulonDB_TF","TF"
"AtoC","b2220","atoA","b2222","+","RegulonDB_TF","TF"
"AtoC","b2220","atoB","b2224","+","RegulonDB_TF","TF"
"AtoC","b2220","atoD","b2221","+","RegulonDB_TF","TF"
"AtoC","b2220","atoE","b2223","+","RegulonDB_TF","TF"
"BaeR","b2079","acrD","b2470","+","RegulonDB_TF","TF"
"BaeR","b2079","baeR","b2079","+","RegulonDB_TF","TF"
"BaeR","b2079","baeS","b2078","+","RegulonDB_TF","TF"
"BaeR","b2079","mdtA","b2074","+","RegulonDB_TF","TF"
"BaeR","b2079","mdtB","b2075","+","RegulonDB_TF","TF"
"BaeR","b2079","mdtC","b2076","+","RegulonDB_TF","TF"
"BaeR","b2079","mdtD","b2077","+","RegulonDB_TF","TF"
"BaeR","b2079","spy","b1743","+","RegulonDB_TF","TF"
"BasR","b4113","csgD","b1040","+","RegulonDB_TF","TF"
"BasR","b4113","csgE","b1039","+","RegulonDB_TF","TF"
"BasR","b4113","csgF","b1038","+","RegulonDB_TF","TF"
"BasR","b4113","csgG","b1037","+","RegulonDB_TF","TF"
"BasR","b4113","cspI","b1552","+","RegulonDB_TF","TF"
"BasR","b4113","dgkA","b4042","+","RegulonDB_TF","TF"
"BasR","b4113","fimB","b4312","+","RegulonDB_TF","TF"
"BasR","b4113","hha","b0460","+","RegulonDB_TF","TF"
"BasR","b4113","putA","b1014","-","RegulonDB_TF","TF"
"BasR","b4113","qseB","b3025","+","RegulonDB_TF","TF"
"BasR","b4113","qseC","b3026","+","RegulonDB_TF","TF"
"BasR","b4113","tomB","b0461","+","RegulonDB_TF","TF"
"BasR","b4113","yrbL","b3207","-","RegulonDB_TF","TF"
"BetI","b0313","betA","b0311","-","RegulonDB_TF","TF"
"BetI","b0313","betB","b0312","-","RegulonDB_TF","TF"
"BetI","b0313","betI","b0313","-","RegulonDB_TF","TF"
"BetI","b0313","betT","b0314","-","RegulonDB_TF","TF"
"BirA","b3973","bioA","b0774","-","RegulonDB_TF","TF"
"BirA","b3973","bioB","b0775","-","RegulonDB_TF","TF"
"BirA","b3973","bioC","b0777","-","RegulonDB_TF","TF"
"BirA","b3973","bioD","b0778","-","RegulonDB_TF","TF"
"BirA","b3973","bioF","b0776","-","RegulonDB_TF","TF"
"BluR","b1162","ariR","b1166","-","RegulonDB_TF","TF"
"BluR","b1162","ycgZ","b1164","-","RegulonDB_TF","TF"
"BluR","b1162","ymgA","b1165","-","RegulonDB_TF","TF"
"BluR","b1162","ymgC","b1167","-","RegulonDB_TF","TF"
"BolA","b0435","csgA","b1042","+","RegulonDB_TF","TF"
"BolA","b0435","csgD","b1040","+","RegulonDB_TF","TF"
"BolA","b0435","csgE","b1039","+","RegulonDB_TF","TF"
"BolA","b0435","csgF","b1038","+","RegulonDB_TF","TF"
"BolA","b0435","csgG","b1037","+","RegulonDB_TF","TF"
"BolA","b0435","mreB","b3251","-","RegulonDB_TF","TF"
"BolA","b0435","mreC","b3250","-","RegulonDB_TF","TF"
"BolA","b0435","mreD","b3249","-","RegulonDB_TF","TF"
"BtsR","b2125","aceE","b0114","-","RegulonDB_TF","TF"
"BtsR","b2125","aceF","b0115","-","RegulonDB_TF","TF"
"BtsR","b2125","btsT","b4354","+","RegulonDB_TF","TF"
"BtsR","b2125","csgA","b1042","-","RegulonDB_TF","TF"
"BtsR","b2125","csgB","b1041","-","RegulonDB_TF","TF"
"BtsR","b2125","csgC","b1043","-","RegulonDB_TF","TF"
"BtsR","b2125","csgD","b1040","-","RegulonDB_TF","TF"
"BtsR","b2125","csgE","b1039","-","RegulonDB_TF","TF"
"BtsR","b2125","csgF","b1038","-","RegulonDB_TF","TF"
"BtsR","b2125","csgG","b1037","-","RegulonDB_TF","TF"
"BtsR","b2125","cspC","b1823","-","RegulonDB_TF","TF"
"BtsR","b2125","lpd","b0116","-","RegulonDB_TF","TF"
"BtsR","b2125","mdh","b3236","-","RegulonDB_TF","TF"
"BtsR","b2125","pdhR","b0113","-","RegulonDB_TF","TF"
"BtsR","b2125","yobF","b1824","-","RegulonDB_TF","TF"
"Crp","b3357","aaeA","b3241","+","RegulonDB_TF","TF"
"Crp","b3357","aaeB","b3240","+","RegulonDB_TF","TF"
"Crp","b3357","aaeR","b3243","-","RegulonDB_TF","TF"
"Crp","b3357","aaeX","b3242","+","RegulonDB_TF","TF"
"Crp","b3357","aceA","b4015","-","RegulonDB_TF","TF"
"Crp","b3357","aceB","b4014","-","RegulonDB_TF","TF"
"Crp","b3357","aceE","b0114","+","RegulonDB_TF","TF"
"Crp","b3357","aceF","b0115","+","RegulonDB_TF","TF"
"Crp","b3357","aceK","b4016","-","RegulonDB_TF","TF"
"Crp","b3357","acnA","b1276","+","RegulonDB_TF","TF"
"Crp","b3357","acnB","b0118","+","RegulonDB_TF","TF"
"Crp","b3357","acs","b4069","+","RegulonDB_TF","TF"
"Crp","b3357","actP","b4067","+","RegulonDB_TF","TF"
"Crp","b3357","aer","b3072","+","RegulonDB_TF","TF"
"Crp","b3357","agaV","b3133","+","RegulonDB_TF","TF"
"Crp","b3357","agp","b1002","+","RegulonDB_TF","TF"
"Crp","b3357","aldA","b1415","+","RegulonDB_TF","TF"
"Crp","b3357","aldB","b3588","+","RegulonDB_TF","TF"
"Crp","b3357","ampD","b0110","-","RegulonDB_TF","TF"
"Crp","b3357","ampE","b0111","-","RegulonDB_TF","TF"
"Crp","b3357","ansB","b2957","+","RegulonDB_TF","TF"
"Crp","b3357","araA","b0062","+","RegulonDB_TF","TF"
"Crp","b3357","araB","b0063","+","RegulonDB_TF","TF"
"Crp","b3357","araC","b0064","+","RegulonDB_TF","TF"
"Crp","b3357","araD","b0061","+","RegulonDB_TF","TF"
"Crp","b3357","araE","b2841","+","RegulonDB_TF","TF"
"Crp","b3357","araF","b1901","+","RegulonDB_TF","TF"
"Crp","b3357","araG","b1900","+","RegulonDB_TF","TF"
"Crp","b3357","araH","b4460","+","RegulonDB_TF","TF"
"Crp","b3357","arfB","b0191","-","RegulonDB_TF","TF"
"Crp","b3357","argG","b3172","+","RegulonDB_TF","TF"
"Crp","b3357","aroA","b0908","-","RegulonDB_TF","TF"
"Crp","b3357","ascB","b2716","+","RegulonDB_TF","TF"
"Crp","b3357","ascF","b2715","+","RegulonDB_TF","TF"
"Crp","b3357","aspA","b4139","+","RegulonDB_TF","TF"
"Crp","b3357","azuC","b4663","-","RegulonDB_TF","TF"
"Crp","b3357","bglB","b3721","+","RegulonDB_TF","TF"
"Crp","b3357","bglF","b3722","+","RegulonDB_TF","TF"
"Crp","b3357","bglG","b3723","+","RegulonDB_TF","TF"
"Crp","b3357","bhsA","b1112","-","RegulonDB_TF","TF"
"Crp","b3357","bidA","b1593","+","RegulonDB_TF","TF"
"Crp","b3357","btsT","b4354","+","RegulonDB_TF","TF"
